"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"2682","Ebelhar 07","urea","NBPT+DCD",7.75,0.35,4,8.46,0.72,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0876563302528764,0.00232065964183039,188.852989490217
"2692","Ebelhar 07","urea","NBPT+DCD",7.97,0.64,4,8.87,0.93,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.106990303519364,0.00436033321304266,136.336413951859
"3532","Ebelhar 07","urea","NBPT+DCD",9.24,1.56,4,9.11,0.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0141691743817259,0.00782003285525487,92.6397940373074
"3542","Ebelhar 07","urea","NBPT+DCD",11.51,1.62,4,10.84,0.44,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0599732267222911,0.00536433717678171,119.921309312937
"3932","Ebelhar 07","urea","NBPT+DCD",9.14,0.95,4,9.4,0.9,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0280493038098996,0.00499257592067147,125.517125944826
"3942","Ebelhar 07","urea","NBPT+DCD",9.78,1.24,4,10.41,0.78,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0624273985801516,0.00542243540459501,119.091572656275
"4382","Ebelhar 07","urea","NBPT+DCD",8.77,0.82,4,9.17,0.61,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0446004798842818,0.0032918588275637,159.583214578569
"4392","Ebelhar 07","urea","NBPT+DCD",9.69,0.98,4,10,1.29,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0314906670913709,0.00671733171052898,103.180049532507
"661","Halvorson 14","urea","NBPT+DCD",7.523,1.22,4,7.433,1.186,4,56,0,56,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Larimer","CC","tilled",-0.0120354488349281,0.012939470953264,62.8380082909929
"663","Halvorson 14","urea","NBPT+DCD",9.427,0.876,4,9.807,1.791,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Larimer","CC","tilled",0.03951850399617,0.0104966855466804,74.2327125695838
"673","Halvorson 14","urea","NBPT+DCD",9.733,1.347,4,10.157,1.528,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Larimer","CC","tilled",0.0426409495130076,0.0104462115213371,74.5118955142374
"9921","Randall 09 fsp","urea","S.R",14.59,0.44,4,14.14,0.46,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",-0.0313287020662676,0.000491950749208669,2032.72380743104
"997","Randall 09 fsp","urea","S.R",13.96,1,4,14.78,0.53,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",0.0570788181858293,0.00160430198860268,623.324041922422
"1011","Randall 10 fsp","urea","S.R",12.54,0.94,4,12.36,0.74,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",-0.0144580831752299,0.00230087587631075,434.617099642685
"1016","Randall 10 fsp","urea","S.R",12.42,0.15,4,12.79,0.64,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",0.0293555390854185,0.0006624429698355,1509.56391045756
"10271","Randall 11 fsp","urea","S.R",11.85,0.56,4,11.79,0.88,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/4/11","Waseca","CS","tilled",-0.00507615303186066,0.00195107975868102,512.536709763226
"10321","Randall 11 fsp","urea","S.R",11.73,0.28,4,12.04,0.5,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/4/11","Waseca","CS","tilled",0.0260847772152909,0.00057359787349704,1743.38163756313
"10481","Randall 12 fsp","urea","S.R",9.92,0.36,4,10.27,0.59,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","4/25/12","Waseca","CS","tilled",0.0346741026436853,0.00115434033827805,866.295638157912
"10531","Randall 12 fsp","urea","S.R",11.14,3.13,4,10.87,1.74,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","4/25/12","Waseca","CS","tilled",-0.02453553336602,0.0261418512006906,38.2528380382481
"1267","Wiatrak 14","urea","S.R",12,4.08,12,13.54,5.78,12,90,90,0,0,0,0,0,"fall","single","fall","broadcast","none","4/20/08","Republic","CC","no-till",0.120741617696128,0.0248191132716164,40.2915281080416
"1275","Wiatrak 14","urea","S.R",12.02,4.26,12,14.64,5.09,12,90,0,0,90,0,0,0,"at planting","single","spring","broadcast","none","4/20/08","Republic","CC","no-till",0.197185579426104,0.0205404729206677,48.6843707962443
"1027","Randall 11 fsp","urea","nitrapyrin",11.85,0.56,4,11.6,0.54,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/4/11","Waseca","CS","tilled",-0.0213227694688212,0.00110008083988678,644.190655650986
"1032","Randall 11 fsp","urea","nitrapyrin",11.73,0.28,4,11.85,0.4,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/4/11","Waseca","CS","tilled",0.0101782049157561,0.000427303845797765,1136.93408092483
"1040","Randall 12 Esp","urea","nitrapyrin",12.29,0.61,4,12.73,0.35,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",0.0351754889913718,0.000804861232388711,795.471630759585
"1044","Randall 12 Esp","urea","nitrapyrin",12.54,0.31,4,12.29,0.31,4,95.2,0,95.2,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.0201376116268312,0.000311840145895895,1308.73818268358
"1048","Randall 12 fsp","urea","nitrapyrin",9.92,0.36,4,10.54,2.14,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","4/25/12","Waseca","CS","tilled",0.0606246218164348,0.0106351565959983,90.1923794649487
"1053","Randall 12 fsp","urea","nitrapyrin",11.14,3.13,4,10.76,3.08,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","4/25/12","Waseca","CS","tilled",-0.0347066797654996,0.0402200626334716,24.58674763181
"1140","Vetsch 12","urea","nitrapyrin",9.91,1.12,3,9.91,1.42,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/12/12","Le Sueur","CS","no-till",0,0.0111015961684084,86.5512302351648
"1142","Vetsch 12","urea","nitrapyrin",11.48,0.31,3,12.48,0.39,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",0.0835209720498612,0.000568583555150198,979.587187114527
"1146","Vetsch 12","urea","nitrapyrin",13.99,0.48,3,14.3,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/11/12","Waseca","CS","tilled",0.0219167485884718,0.00130931235435912,567.676399776035
"1148","Vetsch 12","urea","nitrapyrin",14.24,0.65,3,13.92,0.19,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.0227282510775562,0.000756623427065507,827.21329870059
"1152","Vetsch 12","urea","nitrapyrin",11.04,0.62,3,10.47,0.5,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/1/12","Le Sueur","CS","tilled",-0.0530110159665036,0.00181148916404765,441.746104601627
"1154","Vetsch 12","urea","nitrapyrin",11.04,0.28,3,10.6,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",-0.0406710397309277,0.00107949227868425,652.849369907483
"1158","Vetsch 12","urea","nitrapyrin",13.86,0.19,3,13.99,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/24/12","Waseca","CS","tilled",0.00933579491563274,0.0010206418527986,678.934341984226
"1160","Vetsch 12","urea","nitrapyrin",14.36,0.52,3,14.05,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.0218241678403232,0.000929490698589839,723.72237050942
"1164","Vetsch 12","urea","nitrapyrin",11.35,0.25,3,10.6,0.82,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",-0.0683637428093902,0.00215649991896206,383.324679916465
