"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"2891","Ebelhar 07","UAN","NBPT+DCD",8.13,0.76,4,8.06,1.22,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.0700000000000003,0.5165,1.4902030854097
"3281","Ebelhar 07","UAN","NBPT+DCD",8.52,0.68,4,9,2.01,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.48,1.125625,0.781143522649919
"3291","Ebelhar 07","UAN","NBPT+DCD",10.63,1.27,4,11.34,1,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.709999999999999,0.653225,1.23796929635327
"3731","Ebelhar 07","UAN","NBPT+DCD",7.16,1.19,4,7.98,1.04,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.82,0.624425,1.283739108871
"3741","Ebelhar 07","UAN","NBPT+DCD",9.63,1.03,4,10.12,1.21,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.489999999999998,0.63125,1.27258929306858
"4131","Ebelhar 07","UAN","NBPT+DCD",8.07,0.85,4,8.2,0.91,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.129999999999999,0.38765,1.84433966421276
"4141","Ebelhar 07","UAN","NBPT+DCD",8.92,1.15,4,9.6,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.68,0.58565,1.3509871758344
"4581","Ebelhar 07","UAN","NBPT+DCD",9.35,0.49,4,8.18,1.06,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-1.17,0.340925,2.01826743433547
"4591","Ebelhar 07","UAN","NBPT+DCD",10.26,0.23,4,9.14,0.53,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-1.12,0.08345,4.20168991828318
"732","Ebelhar 07","UAN","thiosulfate",9.97,0.36,4,9.91,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.0600000000000005,0.318625,2.27277750560338
"742","Ebelhar 07","UAN","thiosulfate",11.22,0.74,4,11.94,1.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.719999999999999,0.485,1.64917095522232
"1182","Ebelhar 07","UAN","thiosulfate",10.08,0.98,4,10.38,0.75,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",0.300000000000001,0.380725,1.99167370796183
"1192","Ebelhar 07","UAN","thiosulfate",11.81,1.2,4,11.43,0.66,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.380000000000001,0.4689,1.69415353085024
"1582","Ebelhar 07","UAN","thiosulfate",9.98,1.42,4,9.41,1.09,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.57,0.801125,1.08402226772411
"1592","Ebelhar 07","UAN","thiosulfate",12.45,1.38,4,11.68,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.77,0.731125,1.1730339092107
"2032","Ebelhar 07","UAN","thiosulfate",9.94,1.02,4,9.75,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.19,0.546325,1.49770041177416
"2042","Ebelhar 07","UAN","thiosulfate",11.55,1.28,4,11.95,1.52,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.399999999999999,0.9872,0.902066862849023
"2432","Ebelhar 07","UAN","thiosulfate",6.93,1.41,4,7.36,0.81,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.430000000000001,0.66105,1.27809365663737
"2442","Ebelhar 07","UAN","thiosulfate",8.17,0.64,4,8.94,1.31,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.77,0.531425,1.53188556585138
"2882","Ebelhar 07","UAN","thiosulfate",7.58,0.44,4,6.67,0.28,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.91,0.068,5.28079923477422
"2892","Ebelhar 07","UAN","thiosulfate",8.13,0.76,4,7.22,0.98,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.910000000000001,0.3845,1.97681092014619
"3282","Ebelhar 07","UAN","thiosulfate",8.52,0.68,4,8.47,1.31,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.0499999999999989,0.544625,1.5015234266065
"3292","Ebelhar 07","UAN","thiosulfate",10.63,1.27,4,11.06,0.49,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.43,0.46325,1.71052663613247
"3732","Ebelhar 07","UAN","thiosulfate",7.16,1.19,4,8.48,1.13,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",1.32,0.67325,1.25847064774363
"3742","Ebelhar 07","UAN","thiosulfate",9.63,1.03,4,10.19,1.6,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.559999999999999,0.905225,0.974098454101604
"4132","Ebelhar 07","UAN","thiosulfate",8.07,0.85,4,8.84,1.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.77,0.728225,1.17703795496815
"4142","Ebelhar 07","UAN","thiosulfate",8.92,1.15,4,10.21,1.06,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",1.29,0.611525,1.36446073025385
"4582","Ebelhar 07","UAN","thiosulfate",9.35,0.49,4,8.75,0.5,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.6,0.122525,4.1002044852606
"4592","Ebelhar 07","UAN","thiosulfate",10.26,0.23,4,9.98,0.64,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.279999999999999,0.115625,4.21958242569619
"1042","Randall 12 Esp","UAN","nitrapyrin",12.23,0.78,4,12.17,0.53,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.0600000000000005,0.222325,4.49791971213314
"1130","Vetsch/Randall  11","UAN","nitrapyrin",8.78,0.77,3,8.47,0.89,3,134.4,0,0,134.4,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/5/11","Waseca","CS","tilled",-0.309999999999999,0.461666666666667,2.16606498194946
"1144","Vetsch 12","UAN","nitrapyrin",10.91,0.91,3,10.66,0.81,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",-0.25,0.494733333333333,2.02129093114136
"1150","Vetsch 12","UAN","nitrapyrin",14.24,0.43,3,13.92,0.76,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.32,0.254166666666667,3.9344262295082
"1156","Vetsch 12","UAN","nitrapyrin",10.29,0.15,3,11.1,1.46,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",0.81,0.718033333333333,1.39269300403881
"1162","Vetsch 12","UAN","nitrapyrin",14.11,0.72,3,13.99,0.38,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.119999999999999,0.220933333333333,4.52625226312613
"1168","Vetsch 12","UAN","nitrapyrin",10.54,0.35,3,10.73,0.98,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.190000000000001,0.360966666666667,2.77033890479269
"1174","Vetsch 12","UAN","nitrapyrin",13.99,0.38,3,14.49,0.72,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0.5,0.220933333333333,4.52625226312613
"1180","Vetsch 12","UAN","nitrapyrin",11.32,0.788321000608255,6,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.125,0.128216666666667,7.79929806317431
"11811","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.535,0.371441666666667,2.69221277454961
"1186","Vetsch 12","UAN","nitrapyrin",9.03,0.24,3,9.53,1.03,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/16/13","Waseca","CS","tilled",0.5,0.372833333333333,2.68216361198033
"1198","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.79,0.29,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0599999999999987,0.374833333333333,2.66785237883504
"1204","Vetsch 12","UAN","nitrapyrin",9.41,0.81,3,10.29,0.51,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/13/13","Waseca","CS","tilled",0.879999999999999,0.3054,3.27439423706614
"1210","Vetsch 12","UAN","nitrapyrin",10.35,0.5,3,9.91,0.24,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/24/13","Waseca","CS","tilled",-0.44,0.102533333333333,9.75292587776333
