"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"710","Hatfield/Parkin 14","UAN","NBPT",6.824,1.556,5,7.956,1.414,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/7/09","Boone","CC","strip tilled",0.153480550802348,0.0167159236792024,59.8231972812951
"726","Hatfield/Parkin 14","UAN","NBPT",6.438,0.57,5,6.39,2.187,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/6/10","Boone","CC","strip tilled",-0.007483664487173,0.0249952479844537,40.0076046703745
"731","Ebelhar 07","UAN","NBPT+DCD",9.97,0.36,4,9.67,0.65,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.0305522745085441,0.00145552440678732,336.621132212285
"741","Ebelhar 07","UAN","NBPT+DCD",11.22,0.74,4,12.16,0.87,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0804539764434707,0.00236718053700901,257.57562433447
"1181","Ebelhar 07","UAN","NBPT+DCD",10.08,0.98,4,9.67,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0415249531780196,0.00356319326395999,196.913666696745
"1191","Ebelhar 07","UAN","NBPT+DCD",11.81,1.2,4,11.55,1.2,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0222611932414684,0.00527968747028798,147.170026007085
"1581","Ebelhar 07","UAN","NBPT+DCD",9.98,1.42,4,10.49,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0498393320848332,0.0060810801427607,131.643824299101
"1591","Ebelhar 07","UAN","NBPT+DCD",12.45,1.38,4,12.93,1.05,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0378295698730496,0.00472018713113315,160.375624253247
"2031","Ebelhar 07","UAN","NBPT+DCD",9.94,1.02,4,9.06,1.44,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0926979006135946,0.0089480076497636,95.5732198916316
"2041","Ebelhar 07","UAN","NBPT+DCD",11.55,1.28,4,10.53,2.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0924571108219186,0.0137855078432197,65.3565627524982
"2431","Ebelhar 07","UAN","NBPT+DCD",6.93,1.41,4,7.39,0.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0642679217582986,0.0114040301094312,77.4041465405072
"2441","Ebelhar 07","UAN","NBPT+DCD",8.17,0.64,4,8.2,0.99,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.00366524539829587,0.00517814396610282,149.402724245319
"2881","Ebelhar 07","UAN","NBPT+DCD",7.58,0.44,4,7.74,0.55,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0208884879473555,0.00210473857476095,276.249734048174
"2891","Ebelhar 07","UAN","NBPT+DCD",8.13,0.76,4,8.06,1.22,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.00864736704118229,0.00791249425868345,106.070762017741
"3281","Ebelhar 07","UAN","NBPT+DCD",8.52,0.68,4,9,2.01,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0548082364949952,0.0140619415239481,64.1967360377731
"3291","Ebelhar 07","UAN","NBPT+DCD",10.63,1.27,4,11.34,1,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0646561059457493,0.0055125396852841,142.293779469432
"3731","Ebelhar 07","UAN","NBPT+DCD",7.16,1.19,4,7.98,1.04,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.108428430489163,0.0111519073331143,78.9447814488622
"3741","Ebelhar 07","UAN","NBPT+DCD",9.63,1.03,4,10.12,1.21,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0496304380492851,0.00643393297784342,125.800288120225
"4131","Ebelhar 07","UAN","NBPT+DCD",8.07,0.85,4,8.2,0.91,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0159806719883499,0.00585241322495099,135.729637598188
"4141","Ebelhar 07","UAN","NBPT+DCD",8.92,1.15,4,9.6,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0734671518818725,0.00692253276321028,118.515608467938
"4581","Ebelhar 07","UAN","NBPT+DCD",9.35,0.49,4,8.18,1.06,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.13368419268594,0.00488463421452137,156.254672332313
"4591","Ebelhar 07","UAN","NBPT+DCD",10.26,0.23,4,9.14,0.53,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.115592454276565,0.000966251497432072,402.994099485155
"732","Ebelhar 07","UAN","thiosulfate",9.97,0.36,4,9.91,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.00603623563185034,0.00324042725111564,201.36390481164
"742","Ebelhar 07","UAN","thiosulfate",11.22,0.74,4,11.94,1.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0621962078699056,0.0035291883658048,190.298779493414
"1182","Ebelhar 07","UAN","thiosulfate",10.08,0.98,4,10.38,0.75,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",0.0293276150945201,0.00366821236442709,185.393978370574
"1192","Ebelhar 07","UAN","thiosulfate",11.81,1.2,4,11.43,0.66,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0327051524025517,0.00341464459176048,194.539256802805
"1582","Ebelhar 07","UAN","thiosulfate",9.98,1.42,4,9.41,1.09,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.0588101367260843,0.00841561622168891,98.6064706299997
"1592","Ebelhar 07","UAN","thiosulfate",12.45,1.38,4,11.68,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.0638426455106356,0.00494094111802688,150.000437975132
"2032","Ebelhar 07","UAN","thiosulfate",9.94,1.02,4,9.75,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0192997356587268,0.00564340904469302,135.70150318641
"2042","Ebelhar 07","UAN","thiosulfate",11.55,1.28,4,11.95,1.52,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.0340458414097171,0.00711515434202317,113.111162478519
"2432","Ebelhar 07","UAN","thiosulfate",6.93,1.41,4,7.36,0.81,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0602001195389731,0.0133773086597336,66.2119462256483
"2442","Ebelhar 07","UAN","thiosulfate",8.17,0.64,4,8.94,1.31,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0900666803135113,0.00690204655981093,115.905038239313
"2882","Ebelhar 07","UAN","thiosulfate",7.58,0.44,4,6.67,0.28,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.127893339726748,0.00128293720314261,332.37572714616
"2892","Ebelhar 07","UAN","thiosulfate",8.13,0.76,4,7.22,0.98,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.118705970654985,0.00679060587013667,117.421720280668
"3282","Ebelhar 07","UAN","thiosulfate",8.52,0.68,4,8.47,1.31,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.00588583217726126,0.0075726980527281,107.545336316699
"3292","Ebelhar 07","UAN","thiosulfate",10.63,1.27,4,11.06,0.49,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0396548037403321,0.00405916734521292,172.864629172285
"3732","Ebelhar 07","UAN","thiosulfate",7.16,1.19,4,8.48,1.13,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.169200468831258,0.0113449077489045,76.5075009368513
"3742","Ebelhar 07","UAN","thiosulfate",9.63,1.03,4,10.19,1.6,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0565236214245992,0.0090235323622386,93.0298462613762
"4132","Ebelhar 07","UAN","thiosulfate",8.07,0.85,4,8.84,1.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0911333943676947,0.00978094901502292,86.9062287406243
"4142","Ebelhar 07","UAN","thiosulfate",8.92,1.15,4,10.21,1.06,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.135071685584656,0.00684997132721892,116.608863900666
"4582","Ebelhar 07","UAN","thiosulfate",9.35,0.49,4,8.75,0.5,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.0663226429310725,0.00150293466924932,309.727862804633
"4592","Ebelhar 07","UAN","thiosulfate",10.26,0.23,4,9.98,0.64,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.0276697494192508,0.00115374051917135,347.288954481379
"1042","Randall 12 Esp","UAN","nitrapyrin",12.23,0.78,4,12.17,0.53,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.00491804269964526,0.00149103980297892,670.672907592486
"1130","Vetsch/Randall  11","UAN","nitrapyrin",8.78,0.77,3,8.47,0.89,3,134.4,0,0,134.4,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/5/11","Waseca","CS","tilled",-0.0359458989830622,0.00624409724295642,160.151253430276
"1144","Vetsch 12","UAN","nitrapyrin",10.91,0.91,3,10.66,0.81,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",-0.023181381107281,0.00424363316624593,235.647135561587
"1150","Vetsch 12","UAN","nitrapyrin",14.24,0.43,3,13.92,0.76,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.0227282510775562,0.00129758179555285,770.664326077372
"1156","Vetsch 12","UAN","nitrapyrin",10.29,0.15,3,11.1,1.46,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",0.0757725584723302,0.00583768009361271,171.300925018853
"1162","Vetsch 12","UAN","nitrapyrin",14.11,0.72,3,13.99,0.38,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.0085409771873328,0.00111386944727273,897.771280510894
"1168","Vetsch 12","UAN","nitrapyrin",10.54,0.35,3,10.73,0.98,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.0178660135293909,0.00314811930612087,317.649969000764
"1174","Vetsch 12","UAN","nitrapyrin",13.99,0.38,3,14.49,0.72,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0.0351159676552011,0.00106894294900565,935.5036215265
"1180","Vetsch 12","UAN","nitrapyrin",11.32,0.788321000608255,6,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.0111038227243187,0.00100489784550194,995.126026467405
"11811","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.195,0.384512678594608,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",-0.046682412614666,0.00271709626102019,368.039960286328
"1186","Vetsch 12","UAN","nitrapyrin",9.03,0.24,3,9.53,1.03,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/16/13","Waseca","CS","tilled",0.0538923502372168,0.00412920864409631,242.177154557143
"1198","Vetsch 12","UAN","nitrapyrin",11.73,1.02,3,11.79,0.29,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.00510205188389533,0.00272215159944417,367.356469126917
"1204","Vetsch 12","UAN","nitrapyrin",9.41,0.81,3,10.29,0.51,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/13/13","Waseca","CS","tilled",0.0893995962486699,0.00328866389625334,304.074855791516
"1210","Vetsch 12","UAN","nitrapyrin",10.35,0.5,3,9.91,0.24,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/24/13","Waseca","CS","tilled",-0.0434421713694814,0.000973428805877975,1027.29649457832
