"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"416","Ebelhar 07","UAN","NBPT",9.51,0.57,4,9.6,1.29,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0899999999999999,0.49725,2.01106083459025
"458","Ebelhar 07","UAN","NBPT",9.35,0.49,4,8.96,0.51,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.389999999999999,0.12505,7.9968012794882
"459","Ebelhar 07","UAN","NBPT",10.26,0.23,4,10.29,0.28,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0299999999999994,0.032825,30.4645849200305
"460","Ebelhar 07","UAN","NBPT",10.37,0.61,4,10.38,0.38,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0100000000000016,0.129125,7.74443368828654
"461","Ebelhar 07","UAN","NBPT",10.11,0.57,4,9.68,1,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.43,0.331225,3.01909578081365
"686","Hatfield/Parkin 14","UAN","NBPT",10.904,1.11824326512615,10,10.8095,1.9745821076876,10,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",-0.0945,0.51494425,1.94195779446028
"687","Hatfield/Parkin 14","UAN","NBPT",10.502,0.994,5,10.8095,1.9745821076876,10,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.307499999999999,0.587504650000001,1.70211418752175
"690","Hatfield/Parkin 14","UAN","NBPT",11.8505,0.883733274240594,10,12.158,0.857280000933184,10,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.307499999999999,0.15159135,6.59668246242282
"691","Hatfield/Parkin 14","UAN","NBPT",11.685,0.615,5,12.158,0.857280000933184,10,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.472999999999999,0.1491379,6.70520370744123
"692","Hatfield/Parkin 14","UAN","NBPT",11.685,0.615,5,11.732,0.947,5,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.0469999999999988,0.2550068,3.92146405507618
"694","Hatfield/Parkin 14","UAN","NBPT",8.042,0.709,5,7.238,2.46,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/16/08","Boone","CC","strip tilled",-0.803999999999999,1.3108562,0.76286018252803
"695","Hatfield/Parkin 14","UAN","NBPT",10.171,0.993,5,8.799,2.319,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/16/08","Boone","CC","strip tilled",-1.372,1.272762,0.785692847523732
"702","Hatfield/Parkin 14","UAN","NBPT",8.38,1.555,5,8.993,1.555,5,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/7/09","Boone","CC","strip tilled",0.613,0.96721,1.03390163459848
"710","Hatfield/Parkin 14","UAN","NBPT",6.824,1.556,5,7.956,1.414,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/7/09","Boone","CC","strip tilled",1.132,0.8841064,1.1310855797447
"711","Hatfield/Parkin 14","UAN","NBPT",9.841,0.613,5,8.899,3.016,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/7/09","Boone","CC","strip tilled",-0.942,1.894405,0.527870228383054
"718","Hatfield/Parkin 14","UAN","NBPT",9.289,0.713,5,9.67,0.522,5,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/6/10","Boone","CC","strip tilled",0.381,0.1561706,6.40325387749039
"726","Hatfield/Parkin 14","UAN","NBPT",6.438,0.57,5,6.39,2.187,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/6/10","Boone","CC","strip tilled",-0.048,1.0215738,0.978881799826895
"727","Hatfield/Parkin 14","UAN","NBPT",7.674,1.14,5,8.101,1.854,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/6/10","Boone","CC","strip tilled",0.427,0.9473832,1.05553908914576
"731","Ebelhar 07","UAN","NBPT+DCD",9.97,0.36,4,9.67,0.65,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.300000000000001,0.138025,2.48021235073444
"741","Ebelhar 07","UAN","NBPT+DCD",11.22,0.74,4,12.16,0.87,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.94,0.326125,1.69121383760882
"751","Ebelhar 07","UAN","NBPT+DCD",11.95,0.62,4,12.23,0.69,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.280000000000001,0.215125,2.0820698505918
"761","Ebelhar 07","UAN","NBPT+DCD",12.65,0.96,4,13.19,0.81,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.539999999999999,0.394425,1.516090381505
"1181","Ebelhar 07","UAN","NBPT+DCD",10.08,0.98,4,9.67,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.41,0.352325,1.61945605938653
"1191","Ebelhar 07","UAN","NBPT+DCD",11.81,1.2,4,11.55,1.2,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.26,0.72,1.01505706922394
"1201","Ebelhar 07","UAN","NBPT+DCD",12.8,0.72,4,12.09,0.9,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.710000000000001,0.3321,1.6742950813254
"1211","Ebelhar 07","UAN","NBPT+DCD",13.55,0.93,4,12.32,1.13,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-1.23,0.53545,1.24903779892499
"1581","Ebelhar 07","UAN","NBPT+DCD",9.98,1.42,4,10.49,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.51,0.616325,1.13444116714066
"1591","Ebelhar 07","UAN","NBPT+DCD",12.45,1.38,4,12.93,1.05,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.48,0.751725,0.983389293074222
"1601","Ebelhar 07","UAN","NBPT+DCD",13.34,1,4,13.97,1.05,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.630000000000001,0.525625,1.26455617480625
"1611","Ebelhar 07","UAN","NBPT+DCD",13.39,0.45,4,14.71,0.52,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",1.32,0.118225,2.60830134678622
"2031","Ebelhar 07","UAN","NBPT+DCD",9.94,1.02,4,9.06,1.44,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.879999999999999,0.7785,0.958160684323546
"2041","Ebelhar 07","UAN","NBPT+DCD",11.55,1.28,4,10.53,2.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-1.02,1.5977,0.536807182073953
"2051","Ebelhar 07","UAN","NBPT+DCD",12.52,1.53,4,12.27,2.12,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.25,1.708825,0.506587849993147
"2061","Ebelhar 07","UAN","NBPT+DCD",13.9,2.55,4,13.35,2.1,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.550000000000001,2.728125,0.334080416982173
"2431","Ebelhar 07","UAN","NBPT+DCD",6.93,1.41,4,7.39,0.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.46,0.554625,1.219822680042
"2441","Ebelhar 07","UAN","NBPT+DCD",8.17,0.64,4,8.2,0.99,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0299999999999994,0.347425,1.63240977732244
"2451","Ebelhar 07","UAN","NBPT+DCD",7.87,0.56,4,8.66,0.51,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.79,0.143425,2.44743351464901
"2461","Ebelhar 07","UAN","NBPT+DCD",7.23,1.21,4,8.28,1.44,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",1.05,0.884425,0.869874375979963
"2881","Ebelhar 07","UAN","NBPT+DCD",7.58,0.44,4,7.74,0.55,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.16,0.124025,2.56943062056724
"2891","Ebelhar 07","UAN","NBPT+DCD",8.13,0.76,4,8.06,1.22,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.0700000000000003,0.5165,1.27931832502931
"2901","Ebelhar 07","UAN","NBPT+DCD",8.75,0.74,4,8.16,1.52,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.59,0.7145,1.02075575864212
"2911","Ebelhar 07","UAN","NBPT+DCD",8.36,0.29,4,8.45,1.3,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0899999999999999,0.443525,1.41105164389202
"3281","Ebelhar 07","UAN","NBPT+DCD",8.52,0.68,4,9,2.01,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.48,1.125625,0.719015147827532
"3291","Ebelhar 07","UAN","NBPT+DCD",10.63,1.27,4,11.34,1,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.709999999999999,0.653225,1.08886050904995
"3301","Ebelhar 07","UAN","NBPT+DCD",11.82,0.66,4,12.55,1.52,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.73,0.6865,1.05078851460939
"3311","Ebelhar 07","UAN","NBPT+DCD",12.26,1,4,12.89,1.42,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.630000000000001,0.7541,0.981097890317332
"3731","Ebelhar 07","UAN","NBPT+DCD",7.16,1.19,4,7.98,1.04,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.82,0.624425,1.12411173425544
"3741","Ebelhar 07","UAN","NBPT+DCD",9.63,1.03,4,10.12,1.21,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.489999999999998,0.63125,1.11555314074133
"3751","Ebelhar 07","UAN","NBPT+DCD",11.5,1.17,4,10.81,0.89,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.69,0.54025,1.2415939694907
"3761","Ebelhar 07","UAN","NBPT+DCD",11.9,0.33,4,12.45,1.03,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.549999999999999,0.29245,1.79334791745859
"4131","Ebelhar 07","UAN","NBPT+DCD",8.07,0.85,4,8.2,0.91,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.129999999999999,0.38765,1.53182453612237
"4141","Ebelhar 07","UAN","NBPT+DCD",8.92,1.15,4,9.6,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.68,0.58565,1.17534186861304
"4151","Ebelhar 07","UAN","NBPT+DCD",9.08,1.17,4,10,0.61,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.92,0.43525,1.42772237619122
"4161","Ebelhar 07","UAN","NBPT+DCD",9.51,0.57,4,10.27,0.75,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.76,0.22185,2.05331943662881
"4581","Ebelhar 07","UAN","NBPT+DCD",9.35,0.49,4,8.18,1.06,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-1.17,0.340925,1.64991648604575
"4591","Ebelhar 07","UAN","NBPT+DCD",10.26,0.23,4,9.14,0.53,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-1.12,0.08345,2.86848333981734
"4601","Ebelhar 07","UAN","NBPT+DCD",10.37,0.61,4,9.29,0.82,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-1.08,0.261125,1.90008847220572
"4611","Ebelhar 07","UAN","NBPT+DCD",10.11,0.57,4,9.26,0.33,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.85,0.10845,2.67654287377414
"540","Halvorson 10 jeq","UAN","NBPT+DCD",12.782,1.534,3,13.303,1.624,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",0.521000000000001,1.66351066666667,0.518490149494491
"547","Halvorson 10 jeq","UAN","NBPT+DCD",10.948,1.064,3,11.898,0.765,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.949999999999999,0.572440333333333,1.19387786629924
"5721","Halvorson 11","UAN","NBPT+DCD",12.97,0.638,3,13.22,0.683,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","strip tilled",0.25,0.291177666666667,1.79744922265781
"5811","Halvorson 11","UAN","NBPT+DCD",16.64,0.972,3,15.33,1.566,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","strip tilled",-1.31,1.13238,0.715539808668906
"590","Halvorson 12","UAN","NBPT+DCD",14.48,0.517,3,14.37,0.769,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","no-till",-0.110000000000001,0.286216666666667,1.8136215500715
"597","Halvorson 12","UAN","NBPT+DCD",15.14,2.278,3,14.95,1.743,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","no-till",-0.190000000000001,2.74244433333333,0.332489849099215
"732","Ebelhar 07","UAN","thiosulfate",9.97,0.36,4,9.91,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.0600000000000005,0.318625,2.37059848007484
"742","Ebelhar 07","UAN","thiosulfate",11.22,0.74,4,11.94,1.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.719999999999999,0.485,1.70007482203384
"752","Ebelhar 07","UAN","thiosulfate",11.95,0.62,4,12.28,0.97,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.33,0.331325,2.30131374604428
"762","Ebelhar 07","UAN","thiosulfate",12.65,0.96,4,12.81,0.71,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.16,0.356425,2.17564218107401
"1182","Ebelhar 07","UAN","thiosulfate",10.08,0.98,4,10.38,0.75,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",0.300000000000001,0.380725,2.06639575341093
"1192","Ebelhar 07","UAN","thiosulfate",11.81,1.2,4,11.43,0.66,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.380000000000001,0.4689,1.74791742763014
"1202","Ebelhar 07","UAN","thiosulfate",12.8,0.72,4,11.85,0.64,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.950000000000001,0.232,2.98320985106236
"1212","Ebelhar 07","UAN","thiosulfate",13.55,0.93,4,12.42,0.55,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-1.13,0.29185,2.53126488481217
"1582","Ebelhar 07","UAN","thiosulfate",9.98,1.42,4,9.41,1.09,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.57,0.801125,1.10578564097691
"1592","Ebelhar 07","UAN","thiosulfate",12.45,1.38,4,11.68,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.77,0.731125,1.19856018602568
"1602","Ebelhar 07","UAN","thiosulfate",13.34,1,4,12.73,0.8,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.609999999999999,0.41,1.94852235697911
"1612","Ebelhar 07","UAN","thiosulfate",13.39,0.45,4,14.35,1.9,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.959999999999999,0.953125,0.946669913430443
"2032","Ebelhar 07","UAN","thiosulfate",9.94,1.02,4,9.75,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.19,0.546325,1.53956432772633
"2042","Ebelhar 07","UAN","thiosulfate",11.55,1.28,4,11.95,1.52,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.399999999999999,0.9872,0.917086733806401
"2052","Ebelhar 07","UAN","thiosulfate",12.52,1.53,4,12.87,0.71,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.35,0.71125,1.22780827812558
"2062","Ebelhar 07","UAN","thiosulfate",13.9,2.55,4,13.05,1.52,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.85,2.203225,0.433569668277043
"2432","Ebelhar 07","UAN","thiosulfate",6.93,1.41,4,7.36,0.81,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.430000000000001,0.66105,1.30845625594055
"2442","Ebelhar 07","UAN","thiosulfate",8.17,0.64,4,8.94,1.31,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.77,0.531425,1.57571034863581
"2452","Ebelhar 07","UAN","thiosulfate",7.87,0.56,4,8.26,1.3,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.39,0.5009,1.65532930171239
"2462","Ebelhar 07","UAN","thiosulfate",7.23,1.21,4,8.63,0.24,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",1.4,0.380425,2.06767754544072
