"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"3551","Ebelhar 07","urea","PCF",12.39,1.02,4,11.92,0.43,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.470000000000001,0.306325,2.14380846134944
"3561","Ebelhar 07","urea","PCF",12.6,1.1,4,11.7,0.53,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.9,0.372725,1.87666701078954
"3931","Ebelhar 07","urea","PCF",9.14,0.95,4,9.12,0.87,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0200000000000014,0.41485,1.73917706718863
"3941","Ebelhar 07","urea","PCF",9.78,1.24,4,9.44,0.86,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.34,0.5693,1.37092485589458
"3951","Ebelhar 07","urea","PCF",10.35,1.41,4,9.76,0.92,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.59,0.708625,1.15106644008113
"3961","Ebelhar 07","urea","PCF",10,1.41,4,9.28,1.36,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.720000000000001,0.959425,0.893208379049146
"4381","Ebelhar 07","urea","PCF",8.77,0.82,4,8.99,1.13,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.220000000000001,0.487325,1.54449795309882
"4391","Ebelhar 07","urea","PCF",9.69,0.98,4,10.36,0.97,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.67,0.475325,1.57366420685505
"4401","Ebelhar 07","urea","PCF",9.95,0.87,4,10.14,1.11,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.190000000000001,0.49725,1.52117957510389
"4411","Ebelhar 07","urea","PCF",9.23,0.97,4,10.23,1.08,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",1,0.526825,1.4556897164937
"479","Fernandez 14","urea","PCF",8.45,0.8,4,7.28,1.21,4,110,0,110,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","6/17/09","Champaign","CC","tilled",-1.17,0.526025,1.45738691901447
"483","Fernandez 14","urea","PCF",9.17,0.43,4,10.63,0.34,4,180,0,0,180,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/25/10","Champaign","CC","tilled",1.46,0.075125,4.25062388132391
"487","Fernandez 14","urea","PCF",9.49,0.7,4,10,1.03,4,180,0,0,180,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/19/11","Champaign","CC","tilled",0.51,0.387725,1.82528522235831
"536","Halvorson 10 jeq","urea","PCF",14.306,1.582,3,13.342,1.23496113299164,6,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",-0.963999999999999,1.0884295,0.800920044038355
"543","Halvorson 10 jeq","urea","PCF",11.185,1.151,3,11.2675,1.16356456632196,6,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.0824999999999996,0.667247416666669,1.20863156428054
"550","Halvorson 10 sssaj","urea","PCF",11.52,0.26,3,12.53,0.171,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",1.01,0.0322803333333333,5.19710228951684
"553","Halvorson 10 sssaj","urea","PCF",9.07,1.311,3,9.69,0.507,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.619999999999999,0.65859,1.22141196353955
"556","Halvorson 10 sssaj","urea","PCF",12.36,0.306,3,11.79,0.319,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","tilled",-0.57,0.0651323333333333,4.4391782786722
"559","Halvorson 10 sssaj","urea","PCF",10.35,0.611,3,10.71,0.308,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","tilled",0.360000000000001,0.156061666666667,3.1625928593428
"568","Halvorson 11","urea","PCF",13.11,0.843,3,13.56,1.033,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","strip tilled",0.450000000000001,0.592579333333333,1.32852598957783
"577","Halvorson 11","urea","PCF",15.44,0.249,3,15.43,1.38,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","strip tilled",-0.00999999999999979,0.655467,1.22608884210825
"586","Halvorson 12","urea","PCF",13.79,0.317,3,14.365,0.777797210074708,6,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","no-till",0.575000000000001,0.134324416666667,3.39605854322066
"593","Halvorson 12","urea","PCF",15.17,0.768,3,14.15,2.14769923406421,6,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","no-till",-1.02,0.965376666666666,0.888485122360633
"600","Halvorson 13","urea","PCF",15.927,1.673,3,14.892,0.58,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","5/4/10","Larimer","CC","strip tilled",-1.035,1.04510966666667,0.829707339927069
"603","Halvorson 13","urea","PCF",15.443,0.249,3,15.43,1.38,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CC","strip tilled",-0.0129999999999999,0.655467,1.22608884210825
"607","Halvorson 13","urea","PCF",15.217,0.966,3,13.92,1.187,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","4/29/11","Larimer","CC","strip tilled",-1.297,0.780708333333333,1.06287668546184
"611","Halvorson 13","urea","PCF",14.394,1.596,3,13.102,1.547,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","4/29/11","Larimer","CC","strip tilled",-1.292,1.64680833333333,0.553420913962728
"616","Halvorson 13","urea","PCF",12.811,2.967,3,13.041,4.428,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","4/29/11","Larimer","CC","no-till",0.23,9.470091,0.103839727473206
"619","Halvorson 13","urea","PCF",12.916,3.111,3,13.451,2.948,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","4/29/11","Larimer","CC","no-till",0.535,6.12300833333333,0.159156016882606
"625","Halvorson 14","urea","PCF",8.964,1.113,4,9.658,0.68,4,56,0,56,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",0.693999999999999,0.42529225,1.70815539083329
"627","Halvorson 14","urea","PCF",11.587,1.285,4,11.194,0.515,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.392999999999999,0.4791125,1.56434034234954
"629","Halvorson 14","urea","PCF",12.353,0.889,4,12.27,0.993,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.0830000000000002,0.4440925,1.65500691518122
"631","Halvorson 14","urea","PCF",14.806,0.916,4,13.797,0.997,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-1.009,0.45826625,1.61707414887752
"633","Halvorson 14","urea","PCF",15.566,0.738,4,14.848,0.551,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.718,0.21206125,2.68675764874601
"637","Halvorson 14","urea","PCF",9.865,0.844,4,10.224,0.453,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.359,0.22938625,2.56725678416603
"639","Halvorson 14","urea","PCF",11.832,1.364,4,12.723,0.986,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.891,0.708173,1.15166563101457
"641","Halvorson 14","urea","PCF",12.97,1.959,4,14.719,0.761,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",1.749,1.1042005,0.790929567471959
"643","Halvorson 14","urea","PCF",14.576,0.901,4,15.874,0.651,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",1.298,0.3089005,2.13203667945648
"645","Halvorson 14","urea","PCF",14.443,1.065,4,15.373,0.557,4,336,0,336,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.93,0.3611185,1.91845388244344
"649","Halvorson 14","urea","PCF",7.79,1.561,4,8.657,0.742,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.867,0.74682125,1.10258952430105
"651","Halvorson 14","urea","PCF",9.487,0.938,4,10.054,1.167,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.567,0.56043325,1.38779439602182
"653","Halvorson 14","urea","PCF",10.47,1.097,4,12.304,1.109,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",1.834,0.6083225,1.30130884687825
"655","Halvorson 14","urea","PCF",12.376,1.055,4,12.948,1.042,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.572000000000001,0.54969725,1.40878438259604
"657","Halvorson 14","urea","PCF",13.317,0.583,4,13.536,0.457,4,336,0,336,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.218999999999999,0.1371845,3.36338990199388
"887","Randall 03","urea","PCF",11.6,1.93,4,11.3,0.83,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/28/03","Waseca","CS","tilled",-0.299999999999999,1.10345,0.79139933629359
"888","Randall 03","urea","PCF",12.72,1.83,4,13.48,2.1,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/28/03","Waseca","CS","tilled",0.76,1.939725,0.476222319005793
"892","Randall 03","urea","PCF",11.04,1.59,4,10.99,2.21,4,67.2,0,67.2,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/28/03","Waseca","CS","tilled",-0.0499999999999989,1.85305,0.496725441201895
"893","Randall 03","urea","PCF",12.04,2.54,4,12.16,1.9,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/28/03","Waseca","CS","tilled",0.120000000000001,2.5154,0.373757082608101
"900","Randall 04","urea","PCF",8.76,0.19,4,8.61,0.41,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/04","Waseca","CS","tilled",-0.15,0.05105,4.73519415011681
"901","Randall 04","urea","PCF",10.25,0.85,4,10.52,0.84,4,112,112,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/04","Waseca","CS","tilled",0.27,0.357025,1.93363911971332
"906","Randall 04","urea","PCF",9.04,0.93,4,9.52,0.72,4,67.2,0,0,67.2,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/1/04","Waseca","CS","tilled",0.48,0.345825,1.97644245596126
"907","Randall 04","urea","PCF",11.25,0.89,4,11.06,0.62,4,112,0,0,112,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/1/04","Waseca","CS","tilled",-0.19,0.294125,2.20138449107291
"914","Randall 05","urea","PCF",8.51,0.47,4,8.87,0.63,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","subsurface band","none","5/2/05","Waseca","CS","tilled",0.359999999999999,0.15445,3.1787953237164
"915","Randall 05","urea","PCF",9.43,1.01,4,10.4,0.26,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","5/2/05","Waseca","CS","tilled",0.970000000000001,0.271925,2.31449559350617
"920","Randall 05","urea","PCF",9.75,0.52,4,9.14,0.66,4,67.2,0,0,67.2,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/2/05","Waseca","CS","tilled",-0.609999999999999,0.1765,2.97058012386388
"921","Randall 05","urea","PCF",9.79,0.25,4,10.21,0.52,4,112,0,0,112,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/2/05","Waseca","CS","tilled",0.420000000000002,0.083225,4.10914577277961
"933","Randall 06 fsp","urea","PCF",13.82,1.44,4,13.94,1.03,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/23/06","Waseca","CS","tilled",0.119999999999999,0.783625,1.05959189020624
"935","Randall 06 fsp","urea","PCF",14.07,0.51,4,13.22,1.05,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/23/06","Waseca","CS","tilled",-0.85,0.34065,1.99686658654656
"940","Randall 06 fsp","urea","PCF",13.79,1.21,4,13.59,1.52,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/06","Waseca","CS","tilled",-0.199999999999999,0.943625,0.905994399312783
"951","Randall 07 fsp","urea","PCF",10.96,0.53,4,11.08,0.63,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/25/07","Waseca","CS","tilled",0.119999999999999,0.16945,3.03412250715642
"953","Randall 07 fsp","urea","PCF",10.8,0.46,4,10.48,0.62,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/25/07","Waseca","CS","tilled",-0.32,0.149,3.23483704628912
"958","Randall 07 fsp","urea","PCF",11.38,0.65,4,10.81,0.51,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/25/07","Waseca","CS","tilled",-0.57,0.17065,3.02311550380623
"970","Randall 08 fsp","urea","PCF",13.05,0.49,4,11.79,0.5,4,112,112,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/08","Waseca","CS","tilled",-1.26,0.122525,3.53782451276935
"972","Randall 08 fsp","urea","PCF",12.24,0.51,4,12.74,0.53,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/1/08","Waseca","CS","tilled",0.5,0.13525,3.3854170427089
"977","Randall 08 fsp","urea","PCF",13.01,1.11,4,12.52,0.63,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/1/08","Waseca","CS","tilled",-0.49,0.40725,1.76247298695203
"989","Randall 09 fsp","urea","PCF",14.27,0.69,4,14.68,1.08,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/17/09","Waseca","CS","tilled",0.41,0.410625,1.75205117974533
"9911","Randall 09 fsp","urea","PCF",14.59,0.44,4,14.56,0.45,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",-0.0299999999999994,0.099025,3.85862637247404
"996","Randall 09 fsp","urea","PCF",13.96,1,4,13.79,0.83,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",-0.170000000000002,0.422225,1.71715213404712
"1008","Randall 10 fsp","urea","PCF",13.36,0.62,4,13.3,0.31,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/20/10","Waseca","CS","tilled",-0.0599999999999987,0.120125,3.5681206359301
"1010","Randall 10 fsp","urea","PCF",12.54,0.94,4,12.48,0.38,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",-0.0599999999999987,0.257,2.39730782767748
"1015","Randall 10 fsp","urea","PCF",12.42,0.15,4,12.67,0.46,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",0.25,0.058525,4.57331889244261
"1133","Venterea 11","urea","PCF",14.2,2.08,12,13.37,2.77,12,150.5,0,4.5,0,146,0,0,"sidedress","single","spring","broadcast","none","5/7/09","Dakota","CS","tilled",-0.83,0.999941666666667,0.862012303634714
"1137","Venterea 11","urea","PCF",11.95,1.73,12,11.48,2.77,12,150.5,0,4.5,0,146,0,0,"sidedress","single","spring","broadcast","none","5/7/09","Dakota","CS","no-till",-0.469999999999999,0.888816666666667,0.953333151301121
"17","Awale 13","urea","nitrapyrin",7.33,0.25,4,7.16,0.3,4,224,0,0,224,0,0,0,"at planting","single","spring","broadcast","none","4/30/12","Cass","CS","no-till",-0.17,0.038125,10.0455402258742
"1027","Randall 11 fsp","urea","nitrapyrin",11.85,0.56,4,11.6,0.54,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/4/11","Waseca","CS","tilled",-0.25,0.1513,4.7009786846119
"1032","Randall 11 fsp","urea","nitrapyrin",11.73,0.28,4,11.85,0.4,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/4/11","Waseca","CS","tilled",0.119999999999999,0.0596,8.26298351381923
"1040","Randall 12 Esp","urea","nitrapyrin",12.29,0.61,4,12.73,0.35,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",0.440000000000001,0.12365,5.40331235929846
"1044","Randall 12 Esp","urea","nitrapyrin",12.54,0.31,4,12.29,0.31,4,95.2,0,95.2,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.25,0.04805,9.13478410240684
"1048","Randall 12 fsp","urea","nitrapyrin",9.92,0.36,4,10.54,2.14,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","4/25/12","Waseca","CS","tilled",0.619999999999999,1.1773,0.80728385598934
"1053","Randall 12 fsp","urea","nitrapyrin",11.14,3.13,4,10.76,3.08,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","4/25/12","Waseca","CS","tilled",-0.380000000000001,4.820825,0.204823735705893
"1140","Vetsch 12","urea","nitrapyrin",9.91,1.12,3,9.91,1.42,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/12/12","Le Sueur","CS","no-till",0,1.09026666666667,0.868290469644036
"1142","Vetsch 12","urea","nitrapyrin",11.48,0.31,3,12.48,0.39,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",1,0.0827333333333333,6.93697777133776
"1146","Vetsch 12","urea","nitrapyrin",13.99,0.48,3,14.3,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/11/12","Waseca","CS","tilled",0.31,0.2643,3.0701059090984
"1148","Vetsch 12","urea","nitrapyrin",14.24,0.65,3,13.92,0.19,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.32,0.152866666666667,4.66660972647465
"1152","Vetsch 12","urea","nitrapyrin",11.04,0.62,3,10.47,0.5,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/1/12","Le Sueur","CS","tilled",-0.569999999999999,0.211466666666667,3.66450263360108
"1154","Vetsch 12","urea","nitrapyrin",11.04,0.28,3,10.6,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",-0.44,0.123333333333333,5.41257353737032
"1158","Vetsch 12","urea","nitrapyrin",13.86,0.19,3,13.99,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/24/12","Waseca","CS","tilled",0.130000000000001,0.199533333333333,3.83207839251544
"1160","Vetsch 12","urea","nitrapyrin",14.36,0.52,3,14.05,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.309999999999999,0.187333333333333,4.02001976944641
"1164","Vetsch 12","urea","nitrapyrin",11.35,0.25,3,10.6,0.82,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",-0.75,0.244966666666667,3.26383189441512
"1166","Vetsch 12","urea","nitrapyrin",11.23,0.45,3,11.42,0.35,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.19,0.108333333333333,5.89084283825774
"1170","Vetsch 12","urea","nitrapyrin",14.24,0.45,3,14.24,0.25,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",0,0.0883333333333333,6.67757356670501
"1172","Vetsch 12","urea","nitrapyrin",13.92,0.08,3,15.12,0.52,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/12","Waseca","CS","tilled",1.2,0.0922666666666667,6.50667495078165
"1176","Vetsch 12","urea","nitrapyrin",12.135,0.77884529914483,6,12.325,0.257390753524675,6,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.19,0.112141666666667,5.76158573491577
"1177","Vetsch 12","urea","nitrapyrin",12.29,0.54,3,12.325,0.257390753524675,6,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.0350000000000001,0.108241666666667,5.89402557627357
"1178","Vetsch 12","urea","nitrapyrin",12.7,0.394588393138977,6,12.705,0.288617393793236,6,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/14/13","Waseca","CS","tilled",0.00500000000000078,0.0398333333333333,9.87605593406163
