"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"289","Ebelhar 07","UAN","NBPT",8.13,0.76,4,8.23,0.87,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0122250911292593,0.00497836534735243,200.869146843916
"290","Ebelhar 07","UAN","NBPT",8.75,0.74,4,8.43,0.72,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.037256928355759,0.003611766743024,276.872808004964
"291","Ebelhar 07","UAN","NBPT",8.36,0.29,4,8.81,0.46,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0524290128514781,0.000982391222133611,1017.92440472762
"328","Ebelhar 07","UAN","NBPT",8.52,0.68,4,8.31,0.54,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.0249567319738674,0.00264816051835986,377.620613655003
"329","Ebelhar 07","UAN","NBPT",10.63,1.27,4,10.77,1.33,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0130842988144405,0.00738097856282704,135.483390378116
"330","Ebelhar 07","UAN","NBPT",11.82,0.66,4,11.58,0.94,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",-0.020513539833103,0.00242678074711109,412.068540262827
"331","Ebelhar 07","UAN","NBPT",12.26,1,4,12.49,0.67,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0185863936294211,0.00238264644776194,419.701379085981
"373","Ebelhar 07","UAN","NBPT",7.16,1.19,4,9.16,1.83,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.246336197713485,0.0168838807064944,59.2280896426466
"374","Ebelhar 07","UAN","NBPT",9.63,1.03,4,10.38,1.17,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0749976519277083,0.00603623984101127,165.666048125826
"375","Ebelhar 07","UAN","NBPT",11.5,1.17,4,11.82,1.06,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0274459766087477,0.00459827149912484,217.473022241145
"376","Ebelhar 07","UAN","NBPT",11.9,0.33,4,11.82,0.56,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.00674538813953154,0.000753406140052081,1327.30534945053
"413","Ebelhar 07","UAN","NBPT",8.07,0.85,4,8.12,0.6,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.00617667189172892,0.00413850981880162,241.632868782118
"414","Ebelhar 07","UAN","NBPT",8.92,1.15,4,8.56,0.27,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0411957564382672,0.00440405973787176,227.06322337109
"415","Ebelhar 07","UAN","NBPT",9.08,1.17,4,8.96,0.42,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0133039656263627,0.00470019503770025,212.757128582751
"416","Ebelhar 07","UAN","NBPT",9.51,0.57,4,9.6,1.29,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.00941922191649156,0.0054122684069043,184.765411620075
"458","Ebelhar 07","UAN","NBPT",9.35,0.49,4,8.96,0.51,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.0426061163137564,0.00149656957438325,668.194795027894
"459","Ebelhar 07","UAN","NBPT",10.26,0.23,4,10.29,0.28,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.00291971010333462,0.000310740255149404,3218.12183464675
"460","Ebelhar 07","UAN","NBPT",10.37,0.61,4,10.38,0.38,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.000963855496306659,0.00120010411928505,833.261034547352
"461","Ebelhar 07","UAN","NBPT",10.11,0.57,4,9.68,1,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.0434631317438944,0.00346269239103663,288.792617729647
"686","Hatfield/Parkin 14","UAN","NBPT",10.904,1.11824326512615,10,10.8095,1.9745821076876,10,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",-0.00870431728184945,0.00438859104852669,227.863564625306
"687","Hatfield/Parkin 14","UAN","NBPT",10.502,0.994,5,10.8095,1.9745821076876,10,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.0288596618967143,0.00512854214676184,194.987185711519
"690","Hatfield/Parkin 14","UAN","NBPT",11.8505,0.883733274240594,10,12.158,0.857280000933184,10,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.0256173285427092,0.00105330924243831,949.388802176549
"691","Hatfield/Parkin 14","UAN","NBPT",11.685,0.615,5,12.158,0.857280000933184,10,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.0396814213357093,0.00105120515699163,951.289092665635
"692","Hatfield/Parkin 14","UAN","NBPT",11.685,0.615,5,11.732,0.947,5,224,0,0,56,168,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/16/08","Boone","CC","strip tilled",0.00401418312438328,0.00185714092556893,538.462098504267
"694","Hatfield/Parkin 14","UAN","NBPT",8.042,0.709,5,7.238,2.46,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/16/08","Boone","CC","strip tilled",-0.105332883333531,0.0246572295813487,40.5560566608189
"695","Hatfield/Parkin 14","UAN","NBPT",10.171,0.993,5,8.799,2.319,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/16/08","Boone","CC","strip tilled",-0.144902454980035,0.0157983462662402,63.2977644082229
"702","Hatfield/Parkin 14","UAN","NBPT",8.38,1.555,5,8.993,1.555,5,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/7/09","Boone","CC","strip tilled",0.0705985824383866,0.01286629677662,77.7224416132817
"710","Hatfield/Parkin 14","UAN","NBPT",6.824,1.556,5,7.956,1.414,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/7/09","Boone","CC","strip tilled",0.153480550802348,0.0167159236792024,59.8231972812951
"711","Hatfield/Parkin 14","UAN","NBPT",9.841,0.613,5,8.899,3.016,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/7/09","Boone","CC","strip tilled",-0.100618421042123,0.0237486248238321,42.1077012845176
"718","Hatfield/Parkin 14","UAN","NBPT",9.289,0.713,5,9.67,0.522,5,168,0,0,56,112,0,0,"at planting/sidedress","split","spring","broadcast","subsurface band","5/6/10","Boone","CC","strip tilled",0.0401974050598191,0.00176113938233047,567.814228693656
"726","Hatfield/Parkin 14","UAN","NBPT",6.438,0.57,5,6.39,2.187,5,112,0,112,0,0,0,0,"preplant","single","spring","broadcast","none","5/6/10","Boone","CC","strip tilled",-0.007483664487173,0.0249952479844537,40.0076046703745
"727","Hatfield/Parkin 14","UAN","NBPT",7.674,1.14,5,8.101,1.854,5,168,0,168,0,0,0,0,"preplant","single","spring","broadcast","none","5/6/10","Boone","CC","strip tilled",0.0541495190235935,0.0148890698910003,67.1633626090003
"731","Ebelhar 07","UAN","NBPT+DCD",9.97,0.36,4,9.67,0.65,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.0305522745085441,0.00145552440678732,273.13726781776
"741","Ebelhar 07","UAN","NBPT+DCD",11.22,0.74,4,12.16,0.87,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0804539764434707,0.00236718053700901,218.683490128183
"751","Ebelhar 07","UAN","NBPT+DCD",11.95,0.62,4,12.23,0.69,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0231606713215615,0.00146872321672569,272.156121353991
"761","Ebelhar 07","UAN","NBPT+DCD",12.65,0.96,4,13.19,0.81,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.041801751555694,0.00238259944206874,217.948597974629
"1181","Ebelhar 07","UAN","NBPT+DCD",10.08,0.98,4,9.67,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0415249531780196,0.00356319326395999,173.345325728121
"1191","Ebelhar 07","UAN","NBPT+DCD",11.81,1.2,4,11.55,1.2,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0222611932414684,0.00527968747028798,133.594718560496
"1201","Ebelhar 07","UAN","NBPT+DCD",12.8,0.72,4,12.09,0.9,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0570665062988702,0.00217640682868945,228.203944252863
"1211","Ebelhar 07","UAN","NBPT+DCD",13.55,0.93,4,12.32,1.13,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0951625892203362,0.00328085537769981,182.265768371603
"1581","Ebelhar 07","UAN","NBPT+DCD",9.98,1.42,4,10.49,0.67,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0498393320848332,0.0060810801427607,120.675029268449
"1591","Ebelhar 07","UAN","NBPT+DCD",12.45,1.38,4,12.93,1.05,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0378295698730496,0.00472018713113315,144.38712016637
"1601","Ebelhar 07","UAN","NBPT+DCD",13.34,1,4,13.97,1.05,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0461451327813928,0.00281714101700699,199.092956590367
"1611","Ebelhar 07","UAN","NBPT+DCD",13.39,0.45,4,14.71,0.52,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.094019374910265,0.000594767888294075,357.091045014201
"2031","Ebelhar 07","UAN","NBPT+DCD",9.94,1.02,4,9.06,1.44,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0926979006135946,0.0089480076497636,89.6567810682466
"2041","Ebelhar 07","UAN","NBPT+DCD",11.55,1.28,4,10.53,2.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0924571108219186,0.0137855078432197,62.5346042230368
"2051","Ebelhar 07","UAN","NBPT+DCD",12.52,1.53,4,12.27,2.12,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0201701069491324,0.0111966407639751,74.6141749046224
"2061","Ebelhar 07","UAN","NBPT+DCD",13.9,2.55,4,13.35,2.1,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0403724552903876,0.0145998601942592,59.5043339961705
"2431","Ebelhar 07","UAN","NBPT+DCD",6.93,1.41,4,7.39,0.48,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0642679217582986,0.0114040301094312,73.4771755052759
"2441","Ebelhar 07","UAN","NBPT+DCD",8.17,0.64,4,8.2,0.99,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.00366524539829587,0.00517814396610282,135.43194442003
"2451","Ebelhar 07","UAN","NBPT+DCD",7.87,0.56,4,8.66,0.51,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0956566601450319,0.00213285525822754,230.494748617639
"2461","Ebelhar 07","UAN","NBPT+DCD",7.23,1.21,4,8.28,1.44,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.135603932226495,0.0145636309265868,59.6328904886978
"2881","Ebelhar 07","UAN","NBPT+DCD",7.58,0.44,4,7.74,0.55,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0208884879473555,0.00210473857476095,231.998270921841
"2891","Ebelhar 07","UAN","NBPT+DCD",8.13,0.76,4,8.06,1.22,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.00864736704118229,0.00791249425868345,98.8324660225201
"2901","Ebelhar 07","UAN","NBPT+DCD",8.75,0.74,4,8.16,1.52,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",-0.0698095313935074,0.0104626298833259,78.9373874465458
"2911","Ebelhar 07","UAN","NBPT+DCD",8.36,0.29,4,8.45,1.3,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0107080142724723,0.00621799136057558,118.713669886536
"3281","Ebelhar 07","UAN","NBPT+DCD",8.52,0.68,4,9,2.01,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0548082364949952,0.0140619415239481,61.4719587082925
"3291","Ebelhar 07","UAN","NBPT+DCD",10.63,1.27,4,11.34,1,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0646561059457493,0.0055125396852841,129.564256205961
"3301","Ebelhar 07","UAN","NBPT+DCD",11.82,0.66,4,12.55,1.52,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0599276535998408,0.00444670175014705,150.323041332321
"3311","Ebelhar 07","UAN","NBPT+DCD",12.26,1,4,12.89,1.42,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/8/07","DeKalb","CC","tilled",0.0501098864430307,0.00469722295320042,144.867461775413
"3731","Ebelhar 07","UAN","NBPT+DCD",7.16,1.19,4,7.98,1.04,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.108428430489163,0.0111519073331143,74.8640522478551
"3741","Ebelhar 07","UAN","NBPT+DCD",9.63,1.03,4,10.12,1.21,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0496304380492851,0.00643393297784342,115.746483111633
"3751","Ebelhar 07","UAN","NBPT+DCD",11.5,1.17,4,10.81,0.89,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0618754037180874,0.0042823182529624,154.131733135951
"3761","Ebelhar 07","UAN","NBPT+DCD",11.9,0.33,4,12.45,1.03,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",0.0451822227932328,0.00190335480578485,243.368619838842
"4131","Ebelhar 07","UAN","NBPT+DCD",8.07,0.85,4,8.2,0.91,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0159806719883499,0.00585241322495099,124.099478299058
"4141","Ebelhar 07","UAN","NBPT+DCD",8.92,1.15,4,9.6,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0734671518818725,0.00692253276321028,109.550969691464
"4151","Ebelhar 07","UAN","NBPT+DCD",9.08,1.17,4,10,0.61,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0965109003808437,0.00508112863145025,137.235072665245
"4161","Ebelhar 07","UAN","NBPT+DCD",9.51,0.57,4,10.27,0.75,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",0.0768831473831679,0.00223138912185439,225.376110491302
"4581","Ebelhar 07","UAN","NBPT+DCD",9.35,0.49,4,8.18,1.06,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.13368419268594,0.00488463421452137,141.038300994577
"4591","Ebelhar 07","UAN","NBPT+DCD",10.26,0.23,4,9.14,0.53,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.115592454276565,0.000966251497432072,315.269457439121
"4601","Ebelhar 07","UAN","NBPT+DCD",10.37,0.61,4,9.29,0.82,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.109978469415689,0.002812815682587,199.264551987588
"4611","Ebelhar 07","UAN","NBPT+DCD",10.11,0.57,4,9.26,0.33,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",-0.087820984374292,0.00111217267872918,301.403540762881
"540","Halvorson 10 jeq","UAN","NBPT+DCD",12.782,1.534,3,13.303,1.624,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",0.0399516424736788,0.00976865858966792,83.5122097541429
"547","Halvorson 10 jeq","UAN","NBPT+DCD",10.948,1.064,3,11.898,0.765,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.0832135275872813,0.0045264324482027,148.54270340523
"5721","Halvorson 11","UAN","NBPT+DCD",12.97,0.638,3,13.22,0.683,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","strip tilled",0.0190918360951876,0.00169629441287487,256.283245679421
"5811","Halvorson 11","UAN","NBPT+DCD",16.64,0.972,3,15.33,1.566,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","strip tilled",-0.0819977425093398,0.00461576491056566,146.59740199137
"590","Halvorson 12","UAN","NBPT+DCD",14.48,0.517,3,14.37,0.769,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","no-till",-0.00762568686663685,0.00137952741571346,278.927128510459
"597","Halvorson 12","UAN","NBPT+DCD",15.14,2.278,3,14.95,1.743,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","no-till",-0.0126289481726073,0.0120772758472171,70.0137229875077
"732","Ebelhar 07","UAN","thiosulfate",9.97,0.36,4,9.91,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",-0.00603623563185034,0.00324042725111564,237.998990554087
"742","Ebelhar 07","UAN","thiosulfate",11.22,0.74,4,11.94,1.18,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0621962078699056,0.0035291883658048,222.694353655409
"752","Ebelhar 07","UAN","thiosulfate",11.95,0.62,4,12.28,0.97,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0272406443414768,0.00223282143659546,313.077953769871
"762","Ebelhar 07","UAN","thiosulfate",12.65,0.96,4,12.81,0.71,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/07","St . Clair","CC","tilled",0.0125689007351136,0.00220779262402937,315.550598612158
"1182","Ebelhar 07","UAN","thiosulfate",10.08,0.98,4,10.38,0.75,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",0.0293276150945201,0.00366821236442709,216.006813068361
"1192","Ebelhar 07","UAN","thiosulfate",11.81,1.2,4,11.43,0.66,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0327051524025517,0.00341464459176048,228.523590938408
"1202","Ebelhar 07","UAN","thiosulfate",12.8,0.72,4,11.85,0.64,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0771173033444314,0.00152024349090468,402.979674751197
"1212","Ebelhar 07","UAN","thiosulfate",13.55,0.93,4,12.42,0.55,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","4/20/07","St . Clair","CC","tilled",-0.0870784708203773,0.00166793522800537,380.342894849429
"1582","Ebelhar 07","UAN","thiosulfate",9.98,1.42,4,9.41,1.09,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.0588101367260843,0.00841561622168891,106.645195845724
"1592","Ebelhar 07","UAN","thiosulfate",12.45,1.38,4,11.68,1.01,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.0638426455106356,0.00494094111802688,169.427993942435
"1602","Ebelhar 07","UAN","thiosulfate",13.34,1,4,12.73,0.8,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",-0.0468056279181625,0.00239217671843991,298.200542177619
"1612","Ebelhar 07","UAN","thiosulfate",13.39,0.45,4,14.35,1.9,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0692417825025488,0.0046650772597418,177.735168674873
"2032","Ebelhar 07","UAN","thiosulfate",9.94,1.02,4,9.75,1.07,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0192997356587268,0.00564340904469302,151.407783053229
"2042","Ebelhar 07","UAN","thiosulfate",11.55,1.28,4,11.95,1.52,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.0340458414097171,0.00711515434202317,123.817150245866
