"","study","source","inhibitor","mean.ctrl","sd.ctrl","n.ctrl","mean.trt","sd.trt","n.trt","ratetot","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","fallorspring","place","place2","dateplant","county","rot","till","effect size","var. effect size","R.E. weight"
"1401","Ebelhar 07","urea","PCF",13.67,0.81,4,13.8,0.75,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.00946494142730079,0.00161617595438544,353.588296491085
"1411","Ebelhar 07","urea","PCF",14.44,1.35,4,14.89,0.62,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/22/07","Pope","CC","tilled",0.0306877132312375,0.00261855426330951,261.060737903542
"1831","Ebelhar 07","urea","PCF",10.89,0.99,4,10.26,1.62,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0595920972022457,0.00829880268308876,105.143906621713
"1841","Ebelhar 07","urea","PCF",12.9,1.17,4,12.07,1.38,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.0665042762581863,0.00532452902649698,152.987049719971
"1851","Ebelhar 07","urea","PCF",13.74,1.11,4,13.22,1.34,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",-0.038580452370663,0.00420013764652884,184.770833263182
"1861","Ebelhar 07","urea","PCF",13.06,2.4,4,13.25,0.89,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/22/07","Pope","CC","tilled",0.0144434285839461,0.0095705444262398,92.7427295296734
"2231","Ebelhar 07","urea","PCF",8.16,0.98,4,7.59,0.89,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",-0.0724125775684772,0.00704333539214518,121.134193854237
"2241","Ebelhar 07","urea","PCF",8.26,0.79,4,9.15,0.77,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.102329291754543,0.00405726321796293,189.780863442684
"2251","Ebelhar 07","urea","PCF",8.74,1.64,4,8.3,0.84,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",-0.0516546748648918,0.0113630796557287,79.5225364709574
"2261","Ebelhar 07","urea","PCF",7.9,1.28,4,8.46,0.62,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Massac","CC","tilled",0.0684864141451562,0.00790576214792531,109.676372350649
"2681","Ebelhar 07","urea","PCF",7.75,0.35,4,8.15,0.61,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0503250838875158,0.00191038988307162,320.270376472532
"2691","Ebelhar 07","urea","PCF",7.97,0.64,4,8.38,0.42,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.0501634216918681,0.00224005469266144,289.684902029935
"2701","Ebelhar 07","urea","PCF",8.11,0.73,4,9,0.13,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.104126709208898,0.00207771540236741,303.980254857291
"2711","Ebelhar 07","urea","PCF",8.36,1.27,4,8.42,1.21,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Massac","CC","tilled",0.00715140115762509,0.0109322714369605,82.3435407274817
"3531","Ebelhar 07","urea","PCF",9.24,1.56,4,8.44,0.58,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0905595770457271,0.00830661351974875,105.057626797577
"3541","Ebelhar 07","urea","PCF",11.51,1.62,4,10.78,1.05,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0655236572529402,0.00732425840911076,117.147728897146
"3551","Ebelhar 07","urea","PCF",12.39,1.02,4,11.92,0.43,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.0386720340038474,0.00201965920284504,309.441255042058
"3561","Ebelhar 07","urea","PCF",12.6,1.1,4,11.7,0.53,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/8/07","DeKalb","CC","tilled",-0.074107972153722,0.00241839492755244,275.454253942759
"3931","Ebelhar 07","urea","PCF",9.14,0.95,4,9.12,0.87,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.00219058137981881,0.00497585389714708,161.607650987885
"3941","Ebelhar 07","urea","PCF",9.78,1.24,4,9.44,0.86,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0353835038893166,0.00609376554014918,136.878720491443
"3951","Ebelhar 07","urea","PCF",10.35,1.41,4,9.76,0.92,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0586941192863769,0.00686112662702608,123.868176557812
"3961","Ebelhar 07","urea","PCF",10,1.41,4,9.28,1.36,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/18/07","Champaign","CC","tilled",-0.0747235461959365,0.0103396019619501,86.5682899627199
"4381","Ebelhar 07","urea","PCF",8.77,0.82,4,8.99,1.13,4,67,0,0,67,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0247760420994373,0.00613541104181188,136.10288193946
"4391","Ebelhar 07","urea","PCF",9.69,0.98,4,10.36,0.97,4,134,0,0,134,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0668578109286622,0.00474869520764441,167.766455235215
"4401","Ebelhar 07","urea","PCF",9.95,0.87,4,10.14,1.11,4,201,0,0,201,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.0189154469925358,0.00490709633087439,163.423572670987
"4411","Ebelhar 07","urea","PCF",9.23,0.97,4,10.23,1.08,4,268,0,0,268,0,0,0,"at planting","single","spring","broadcast","none","5/18/07","Champaign","CC","tilled",0.102865531448774,0.00554744064461439,147.941849368169
"479","Fernandez 14","urea","PCF",8.45,0.8,4,7.28,1.21,4,110,0,110,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","6/17/09","Champaign","CC","tilled",-0.149035579160488,0.00914715846730485,96.5331991821981
"483","Fernandez 14","urea","PCF",9.17,0.43,4,10.63,0.34,4,180,0,0,180,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/25/10","Champaign","CC","tilled",0.147742906085483,0.000805475065247041,495.675966740635
"487","Fernandez 14","urea","PCF",9.49,0.7,4,10,1.03,4,180,0,0,180,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/19/11","Champaign","CC","tilled",0.0523464803722092,0.0040124527979094,191.408633124156
"536","Halvorson 10 jeq","urea","PCF",14.306,1.582,3,13.342,1.23496113299164,6,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",-0.0697620753988684,0.0055041494092618,148.89546308004
"543","Halvorson 10 jeq","urea","PCF",11.185,1.151,3,11.2675,1.16356456632196,6,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.00734888064057322,0.00530721614993998,153.393334347093
"550","Halvorson 10 sssaj","urea","PCF",11.52,0.26,3,12.53,0.171,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","no-till",0.0840411136402318,0.000231875720838089,692.593837758089
"553","Halvorson 10 sssaj","urea","PCF",9.07,1.311,3,9.69,0.507,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","no-till",0.0661221617756295,0.00787670296896319,110.027040116875
"556","Halvorson 10 sssaj","urea","PCF",12.36,0.306,3,11.79,0.319,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/17/07","Larimer","CC","tilled",-0.0472137374802651,0.000448331640535149,602.299486221555
"559","Halvorson 10 sssaj","urea","PCF",10.35,0.611,3,10.71,0.308,3,246,0,0,246,0,0,0,"at planting","single","spring","surface band","none","5/19/08","Larimer","CC","tilled",0.0341913647482793,0.00143734127323484,377.456312431673
"568","Halvorson 11","urea","PCF",13.11,0.843,3,13.56,1.033,3,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","strip tilled",0.033748984736641,0.00331271275557101,221.009874700007
"577","Halvorson 11","urea","PCF",15.44,0.249,3,15.43,1.38,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","strip tilled",-0.000647878221560643,0.00275296853325804,252.210595350557
"586","Halvorson 12","urea","PCF",13.79,0.317,3,14.365,0.777797210074708,6,202,0,0,202,0,0,0,"at planting","single","spring","surface band","none","4/30/09","Larimer","CS","no-till",0.0408510006260425,0.000664763246120492,532.840222568451
"593","Halvorson 12","urea","PCF",15.17,0.768,3,14.15,2.14769923406421,6,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CS","no-till",-0.0696051692711942,0.00469391039993729,169.322709228101
"600","Halvorson 13","urea","PCF",15.927,1.673,3,14.892,0.58,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","5/4/10","Larimer","CC","strip tilled",-0.0671916262591737,0.00418354845204963,185.338934031645
"603","Halvorson 13","urea","PCF",15.443,0.249,3,15.43,1.38,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","5/4/10","Larimer","CC","strip tilled",-0.000842159865794479,0.0027529348541764,252.212737701348
"607","Halvorson 13","urea","PCF",15.217,0.966,3,13.92,1.187,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","4/29/11","Larimer","CC","strip tilled",-0.089086569031704,0.00376713340631478,200.839293063374
"611","Halvorson 13","urea","PCF",14.394,1.596,3,13.102,1.547,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","4/29/11","Larimer","CC","strip tilled",-0.0940465627759279,0.00874521344971463,100.429986967383
"616","Halvorson 13","urea","PCF",12.811,2.967,3,13.041,4.428,3,202,0,0,0,202,0,0,"sidedress","single","spring","broadcast incorp.","none","4/29/11","Larimer","CC","no-till",0.0177940638004681,0.0563093462354519,17.3848588928889
"619","Halvorson 13","urea","PCF",12.916,3.111,3,13.451,2.948,3,202,0,0,0,202,0,0,"sidedress","single","spring","surface band","none","4/29/11","Larimer","CC","no-till",0.0405865998304157,0.0353497209090525,27.3510311416562
"625","Halvorson 14","urea","PCF",8.964,1.113,4,9.658,0.68,4,56,0,56,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",0.0745700315126695,0.00509345242972351,158.59360760832
"627","Halvorson 14","urea","PCF",11.587,1.285,4,11.194,0.515,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.0345058595457574,0.00360386680202266,207.648148398915
"629","Halvorson 14","urea","PCF",12.353,0.889,4,12.27,0.993,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.00674168983185659,0.00293216756516002,241.3046173185
"631","Halvorson 14","urea","PCF",14.806,0.916,4,13.797,0.997,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.0705813267950101,0.00226232783501673,287.827781614613
"633","Halvorson 14","urea","PCF",15.566,0.738,4,14.848,0.551,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/27/09","Otero","CC","tilled",-0.0472238724933517,0.000906227728038328,472.09902353222
"637","Halvorson 14","urea","PCF",9.865,0.844,4,10.224,0.453,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.0357447581606002,0.00232070308011135,283.071607568024
"639","Halvorson 14","urea","PCF",11.832,1.364,4,12.723,0.986,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.0726036537520647,0.00482386741320168,165.677040044035
"641","Halvorson 14","urea","PCF",12.97,1.959,4,14.719,0.761,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.126500177882097,0.00637160676261629,131.863865042779
"643","Halvorson 14","urea","PCF",14.576,0.901,4,15.874,0.651,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.0853062101510813,0.0013757052200201,386.446969234662
"645","Halvorson 14","urea","PCF",14.443,1.065,4,15.373,0.557,4,336,0,336,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/28/10","Otero","CC","tilled",0.0624028558114326,0.00168752432990548,344.88749189758
"649","Halvorson 14","urea","PCF",7.79,1.561,4,8.657,0.742,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.10552738235098,0.0118751412402333,76.4110453854207
"651","Halvorson 14","urea","PCF",9.487,0.938,4,10.054,1.167,4,168,0,168,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.0580481248596438,0.00581217226981582,142.366097363548
"653","Halvorson 14","urea","PCF",10.47,1.097,4,12.304,1.109,4,224,0,224,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.161410387880843,0.00477548141788994,167.015914518586
"655","Halvorson 14","urea","PCF",12.376,1.055,4,12.948,1.042,4,280,0,280,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.045182222793233,0.00343579119512011,215.157263530005
"657","Halvorson 14","urea","PCF",13.317,0.583,4,13.536,0.457,4,336,0,336,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/22/11","Otero","CC","tilled",0.0163113883438595,0.000764107213361669,506.052600606178
"887","Randall 03","urea","PCF",11.6,1.93,4,11.3,0.83,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/28/03","Waseca","CS","tilled",-0.026202372394024,0.00826929310314563,105.471157521287
"888","Randall 03","urea","PCF",12.72,1.83,4,13.48,2.1,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/28/03","Waseca","CS","tilled",0.0580315475721848,0.0112418416501578,80.2966891946648
"892","Randall 03","urea","PCF",11.04,1.59,4,10.99,2.21,4,67.2,0,67.2,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/28/03","Waseca","CS","tilled",-0.00453927243341911,0.0152950535707696,60.5802661840333
"893","Randall 03","urea","PCF",12.04,2.54,4,12.16,1.9,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/28/03","Waseca","CS","tilled",0.00991743665734614,0.0172299104771539,54.2243994836005
"900","Randall 04","urea","PCF",8.76,0.19,4,8.61,0.41,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/04","Waseca","CS","tilled",-0.0172715865086607,0.000684502001839079,527.294349936779
"901","Randall 04","urea","PCF",10.25,0.85,4,10.52,0.84,4,112,112,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/04","Waseca","CS","tilled",0.0260005017251466,0.00331313688587047,220.989159842592
"906","Randall 04","urea","PCF",9.04,0.93,4,9.52,0.72,4,67.2,0,0,67.2,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/1/04","Waseca","CS","tilled",0.0517356743991889,0.00407585706465446,189.113527893527
"907","Randall 04","urea","PCF",11.25,0.89,4,11.06,0.62,4,112,0,0,112,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/1/04","Waseca","CS","tilled",-0.0170331325562404,0.00235026306559702,280.722634922274
"914","Randall 05","urea","PCF",8.51,0.47,4,8.87,0.63,4,67.2,67.2,0,0,0,0,0,"fall","single","fall","subsurface band","none","5/2/05","Waseca","CS","tilled",0.0414328537362053,0.00202373522333564,309.051451877454
"915","Randall 05","urea","PCF",9.43,1.01,4,10.4,0.26,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","5/2/05","Waseca","CS","tilled",0.097909709501961,0.00302411940440754,236.066674715028
"920","Randall 05","urea","PCF",9.75,0.52,4,9.14,0.66,4,67.2,0,0,67.2,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/2/05","Waseca","CS","tilled",-0.0646068995436971,0.00201468450624348,309.918336001981
"921","Randall 05","urea","PCF",9.79,0.25,4,10.21,0.52,4,112,0,0,112,0,0,0,"at planting","single","spring","broadcast incorp.","none","5/2/05","Waseca","CS","tilled",0.0420061756341554,0.000811503110171235,494.199320424074
"933","Randall 06 fsp","urea","PCF",13.82,1.44,4,13.94,1.03,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/23/06","Waseca","CS","tilled",0.00864558699285403,0.00407910665526901,188.997381150852
"935","Randall 06 fsp","urea","PCF",14.07,0.51,4,13.22,1.05,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/23/06","Waseca","CS","tilled",-0.0623140367027574,0.00190555448141669,320.767127965139
"940","Randall 06 fsp","urea","PCF",13.79,1.21,4,13.59,1.52,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/06","Waseca","CS","tilled",-0.0146094636421581,0.00505221981030649,159.63751400741
"951","Randall 07 fsp","urea","PCF",10.96,0.53,4,11.08,0.63,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/25/07","Waseca","CS","tilled",0.0108893997992681,0.00139285824290614,383.902183887931
"953","Randall 07 fsp","urea","PCF",10.8,0.46,4,10.48,0.62,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/25/07","Waseca","CS","tilled",-0.030077455237278,0.00132851766802402,393.624910966744
"958","Randall 07 fsp","urea","PCF",11.38,0.65,4,10.81,0.51,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/25/07","Waseca","CS","tilled",-0.051385797047068,0.00137206297497658,386.991673388721
"970","Randall 08 fsp","urea","PCF",13.05,0.49,4,11.79,0.5,4,112,112,0,0,0,0,0,"fall","single","fall","surface band","none","5/1/08","Waseca","CS","tilled",-0.101536419219423,0.00080208808732381,496.509528563369
"972","Randall 08 fsp","urea","PCF",12.24,0.51,4,12.74,0.53,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/1/08","Waseca","CS","tilled",0.0400373730598373,0.00086669390062107,481.077802544687
"977","Randall 08 fsp","urea","PCF",13.01,1.11,4,12.52,0.63,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/1/08","Waseca","CS","tilled",-0.0383909268524614,0.00245284505596776,272.864920176982
"989","Randall 09 fsp","urea","PCF",14.27,0.69,4,14.68,1.08,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/17/09","Waseca","CS","tilled",0.0283265916976244,0.00193762489076858,317.500953398007
"9911","Randall 09 fsp","urea","PCF",14.59,0.44,4,14.56,0.45,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",-0.00205831976615436,0.000466175225078044,595.895291191841
"996","Randall 09 fsp","urea","PCF",13.96,1,4,13.79,0.83,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/17/09","Waseca","CS","tilled",-0.0122524055290161,0.0021884953499509,294.077228678327
"1008","Randall 10 fsp","urea","PCF",13.36,0.62,4,13.3,0.31,4,112,112,0,0,0,0,0,"fall","single","fall","subsurface band","none","4/20/10","Waseca","CS","tilled",-0.00450113288079154,0.000674225589979623,530.167163517605
"1010","Randall 10 fsp","urea","PCF",12.54,0.94,4,12.48,0.38,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",-0.00479617226349294,0.00163653628832138,351.060947019645
"1015","Randall 10 fsp","urea","PCF",12.42,0.15,4,12.67,0.46,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/20/10","Waseca","CS","tilled",0.0199289178277151,0.000366000940355417,633.724448398139
"1133","Venterea 11","urea","PCF",14.2,2.08,12,13.37,2.77,12,150.5,0,4.5,0,146,0,0,"sidedress","single","spring","broadcast","none","5/7/09","Dakota","CS","tilled",-0.0602285734933633,0.00536497650646555,152.046196880808
"1137","Venterea 11","urea","PCF",11.95,1.73,12,11.48,2.77,12,150.5,0,4.5,0,146,0,0,"sidedress","single","spring","broadcast","none","5/7/09","Dakota","CS","no-till",-0.0401248874860993,0.0065982328266783,128.037615977834
"17","Awale 13","urea","nitrapyrin",7.33,0.25,4,7.16,0.3,4,224,0,0,224,0,0,0,"at planting","single","spring","broadcast","none","4/30/12","Cass","CS","no-till",-0.0234655349260058,0.000729702631138906,853.546766781601
"1027","Randall 11 fsp","urea","nitrapyrin",11.85,0.56,4,11.6,0.54,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","5/4/11","Waseca","CS","tilled",-0.0213227694688212,0.00110008083988678,648.525179633047
"1032","Randall 11 fsp","urea","nitrapyrin",11.73,0.28,4,11.85,0.4,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","5/4/11","Waseca","CS","tilled",0.0101782049157561,0.000427303845797765,1150.50546425371
"1040","Randall 12 Esp","urea","nitrapyrin",12.29,0.61,4,12.73,0.35,4,112,0,112,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",0.0351754889913718,0.000804861232388711,802.09148993937
"1044","Randall 12 Esp","urea","nitrapyrin",12.54,0.31,4,12.29,0.31,4,95.2,0,95.2,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/10/12","Waseca","CS","tilled",-0.0201376116268312,0.000311840145895895,1326.75355238933
"1048","Randall 12 fsp","urea","nitrapyrin",9.92,0.36,4,10.54,2.14,4,112,112,0,0,0,0,0,"fall","single","fall","broadcast","none","4/25/12","Waseca","CS","tilled",0.0606246218164348,0.0106351565959983,90.2768580102563
"1053","Randall 12 fsp","urea","nitrapyrin",11.14,3.13,4,10.76,3.08,4,112,0,112,0,0,0,0,"at planting","single","spring","broadcast","none","4/25/12","Waseca","CS","tilled",-0.0347066797654996,0.0402200626334716,24.5930211782023
"1140","Vetsch 12","urea","nitrapyrin",9.91,1.12,3,9.91,1.42,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/12/12","Le Sueur","CS","no-till",0,0.0111015961684084,86.6290225699632
"1142","Vetsch 12","urea","nitrapyrin",11.48,0.31,3,12.48,0.39,3,145.6,0,0,145.6,0,0,0,"at planting","single","spring","broadcast incorp.","none","4/12/12","Le Sueur","CS","tilled",0.0835209720498612,0.000568583555150198,989.645447488013
"1146","Vetsch 12","urea","nitrapyrin",13.99,0.48,3,14.3,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/11/12","Waseca","CS","tilled",0.0219167485884718,0.00130931235435912,571.039712872585
"1148","Vetsch 12","urea","nitrapyrin",14.24,0.65,3,13.92,0.19,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/11/12","Waseca","CS","tilled",-0.0227282510775562,0.000756623427065507,834.374380173864
"1152","Vetsch 12","urea","nitrapyrin",11.04,0.62,3,10.47,0.5,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","5/1/12","Le Sueur","CS","tilled",-0.0530110159665036,0.00181148916404765,443.78005639814
"1154","Vetsch 12","urea","nitrapyrin",11.04,0.28,3,10.6,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","5/1/12","Le Sueur","CS","tilled",-0.0406710397309277,0.00107949227868425,657.30160231907
"1158","Vetsch 12","urea","nitrapyrin",13.86,0.19,3,13.99,0.75,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast","none","4/24/12","Waseca","CS","tilled",0.00933579491563274,0.0010206418527986,683.750777572232
"1160","Vetsch 12","urea","nitrapyrin",14.36,0.52,3,14.05,0.54,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/24/12","Waseca","CS","tilled",-0.0218241678403232,0.000929490698589839,729.197791141601
"1164","Vetsch 12","urea","nitrapyrin",11.35,0.25,3,10.6,0.82,3,145.6,145.6,0,0,0,0,0,"fall","single","fall","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",-0.0683637428093902,0.00215649991896206,384.855289358686
"1166","Vetsch 12","urea","nitrapyrin",11.23,0.45,3,11.42,0.35,3,145.6,0,145.6,0,0,0,0,"preplant","single","spring","broadcast incorp.","none","4/23/12","Waseca","CS","tilled",0.0167774354775123,0.00084833438017028,775.065392292366
